_dedupe_key,_endpoint,_member,_query_label,_collected_at,_comment_id,_video_id,_channel_id,comment_published_at,comment_author,comment_like_count,comment_text,_source_file,_parent_comment_id,comment_author_channel_id
commentThreads.list|Ugw_MVOXO1_63oxMQYd4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|tGFh1xNnPIc||Ugw_MVOXO1_63oxMQYd4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:11.937049+00:00,Ugw_MVOXO1_63oxMQYd4AaABAg,tGFh1xNnPIc,UCuNYeSTZMepdM42iGd2NqGw,2020-01-24T16:13:15Z,@madanlalmadan9519,21.0,"देशी नुस्खे बताने के लिए आपका धन्यवाद ।
💐",youtube_comments_raw_member234.csv,,
commentThreads.list|Ugz8NUtvVoFdk2B38qp4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|tGFh1xNnPIc||Ugz8NUtvVoFdk2B38qp4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:11.937049+00:00,Ugz8NUtvVoFdk2B38qp4AaABAg,tGFh1xNnPIc,UCuNYeSTZMepdM42iGd2NqGw,2020-12-12T10:49:49Z,@WarriorSnaps,5.0,Your all videos very helpful & deep knowledgeable. Jai hindi mam.,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugy01Y5-zxtGIvOrXaB4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|tGFh1xNnPIc||Ugy01Y5-zxtGIvOrXaB4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:11.937049+00:00,Ugy01Y5-zxtGIvOrXaB4AaABAg,tGFh1xNnPIc,UCuNYeSTZMepdM42iGd2NqGw,2022-12-20T08:58:08Z,@DHANANJAYYADAV-be1rq,2.0,Mam ji dadhi ke bal safed ho rha h kaise Thik hoga plz,youtube_comments_raw_member234.csv,,
commentThreads.list|UgxsTRWkw2TwuEgLxkB4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|tGFh1xNnPIc||UgxsTRWkw2TwuEgLxkB4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:11.937049+00:00,UgxsTRWkw2TwuEgLxkB4AaABAg,tGFh1xNnPIc,UCuNYeSTZMepdM42iGd2NqGw,2020-05-12T08:12:49Z,@anujchauhan3013,24.0,I have regularly use mustard oil from my childhood but my hair goes white,youtube_comments_raw_member234.csv,,
commentThreads.list|UgxrWhBUMRehWU-c7vF4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|tGFh1xNnPIc||UgxrWhBUMRehWU-c7vF4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:11.937049+00:00,UgxrWhBUMRehWU-c7vF4AaABAg,tGFh1xNnPIc,UCuNYeSTZMepdM42iGd2NqGw,2021-03-15T15:25:32Z,@rupandebnath7032,11.0,I don’t know how to say thank you. One think i will say you are real doctor,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugw-CWLq2XXT30BVn7t4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|tGFh1xNnPIc||Ugw-CWLq2XXT30BVn7t4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:11.937049+00:00,Ugw-CWLq2XXT30BVn7t4AaABAg,tGFh1xNnPIc,UCuNYeSTZMepdM42iGd2NqGw,2020-01-25T02:32:48Z,@parisandhu4634,30.0,Who is reading comments while watching video,youtube_comments_raw_member234.csv,,
commentThreads.list|UgwMy6YcDZFK3JNa6NF4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|tGFh1xNnPIc||UgwMy6YcDZFK3JNa6NF4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:11.937049+00:00,UgwMy6YcDZFK3JNa6NF4AaABAg,tGFh1xNnPIc,UCuNYeSTZMepdM42iGd2NqGw,2023-03-12T14:50:42Z,@dsr-m2d,3.0,Mam can yoga reverse grey hair into black hair? 🙏🙏🙏,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugw5LdjqXLd8Dh40IUN4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|tGFh1xNnPIc||Ugw5LdjqXLd8Dh40IUN4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:11.937049+00:00,Ugw5LdjqXLd8Dh40IUN4AaABAg,tGFh1xNnPIc,UCuNYeSTZMepdM42iGd2NqGw,2020-06-10T13:40:38Z,@monikavijay3665,8.0,Mam solve my problem can we use banana with heena for dry grey hair.,youtube_comments_raw_member234.csv,,
commentThreads.list|UgyQEKVqfn2vPCXsj_N4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|tGFh1xNnPIc||UgyQEKVqfn2vPCXsj_N4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:11.937049+00:00,UgyQEKVqfn2vPCXsj_N4AaABAg,tGFh1xNnPIc,UCuNYeSTZMepdM42iGd2NqGw,2021-04-07T08:42:39Z,@RahulKumar-ef6js,9.0,Very informative and useful video. Thank you mam for your suggestions.,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugwn3GUgs_QAxlEBof94AaABAg|UCuNYeSTZMepdM42iGd2NqGw|tGFh1xNnPIc||Ugwn3GUgs_QAxlEBof94AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:11.937049+00:00,Ugwn3GUgs_QAxlEBof94AaABAg,tGFh1xNnPIc,UCuNYeSTZMepdM42iGd2NqGw,2020-04-29T00:43:23Z,@gundavai4520,15.0,Disciplinary doctor..perfect talk,youtube_comments_raw_member234.csv,,
commentThreads.list|UgxMRGEfBpa_COuCJOV4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgxMRGEfBpa_COuCJOV4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgxMRGEfBpa_COuCJOV4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-04-19T12:09:01Z,@docVLS,230.0,"*Dr. VLS Instagram -* https://www.instagram.com/doc_vijay_laxmi
*Dr. VLS Facebook -* https://www.facebook.com/skindocVLS/",youtube_comments_raw_member234.csv,,
commentThreads.list|UgzlBgAMwuPUz7aTgDN4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgzlBgAMwuPUz7aTgDN4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgzlBgAMwuPUz7aTgDN4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-04-22T03:12:22Z,@bibisuhaniperween9449,22.0,Maim breast reduce k liye videos upload krein plz,youtube_comments_raw_member234.csv,,
commentThreads.list|UgwywsKlVCW3TZDoo-l4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgwywsKlVCW3TZDoo-l4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgwywsKlVCW3TZDoo-l4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-04-19T14:46:17Z,@amanpreetsingh6080,26.0,Mam mare face skin boht Jada sensitive red rehti hai plz rosacia   ke upr full  video bnay aur redness Kam krny ke liy medicated products btay plz mam it's a request,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugx7V_0T97fWG4nQO_94AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||Ugx7V_0T97fWG4nQO_94AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,Ugx7V_0T97fWG4nQO_94AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2024-09-21T10:04:42Z,@anuppaswan3024,5.0,Ek maa jesi samajhti hai aap maim ❤❤😊😊,youtube_comments_raw_member234.csv,,
commentThreads.list|UgyIRvn0vgQg9lc9hMl4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgyIRvn0vgQg9lc9hMl4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgyIRvn0vgQg9lc9hMl4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2025-04-25T18:21:57Z,@shrutishukla1233,8.0,Hii mam mera hath kala hai or safed dagg bhi hai sharam lagta hai school me half teshirt pahane se kahi festival me koi drees without sleavs ke or pet dikhne wala nhi pahan pati😢,youtube_comments_raw_member234.csv,,
commentThreads.list|UgzmuxZPIj_AN849SDh4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgzmuxZPIj_AN849SDh4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgzmuxZPIj_AN849SDh4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2022-01-09T13:25:57Z,@itzmrfukrey,10.0,0:40 best line,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugy0erQk2i1djpkkSwF4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||Ugy0erQk2i1djpkkSwF4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,Ugy0erQk2i1djpkkSwF4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-05-03T13:42:26Z,@priyap4901,14.0,Pls make a next video on hand whitening plz mam I trust u,youtube_comments_raw_member234.csv,,
commentThreads.list|UgxHBBkdP2t4Ox4VYcl4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgxHBBkdP2t4Ox4VYcl4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgxHBBkdP2t4Ox4VYcl4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-04-29T09:08:27Z,@govindsingh3680,5.0,Mam aaj kal market mai jo face ke liye salicylic acid ice cream jo aa rahi hai uske baare mai video bana do bcoz bahut log confuse hai....,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugw4O6AmisNQa2SnoDF4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||Ugw4O6AmisNQa2SnoDF4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,Ugw4O6AmisNQa2SnoDF4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-06-17T10:13:47Z,@nazneenismail,7.0,Thanks dr.please suggest something for teens having white hair.,youtube_comments_raw_member234.csv,,
commentThreads.list|UgzpexYK4-VtDYDE44F4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgzpexYK4-VtDYDE44F4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgzpexYK4-VtDYDE44F4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-08-12T19:19:52Z,@pvhairjanpur4485,1.0,Mam 1video  body whiteting body Kay liya,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugy7aNlJWzXVgdGXlWR4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||Ugy7aNlJWzXVgdGXlWR4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,Ugy7aNlJWzXVgdGXlWR4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2022-06-14T19:08:54Z,@meghaaanuragdas4919,3.0,"Hello Mam,body whitening ke liye koi soap bataiye na 🙏",youtube_comments_raw_member234.csv,,
commentThreads.list|UgyPeBubdwHyImV_1AB4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgyPeBubdwHyImV_1AB4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgyPeBubdwHyImV_1AB4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-04-19T13:38:59Z,@rinkalsutariya7508,4.0,Chikan skin pe video banao man plz,youtube_comments_raw_member234.csv,,
commentThreads.list|UgwPME2yxJVqTDjo6vR4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgwPME2yxJVqTDjo6vR4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgwPME2yxJVqTDjo6vR4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-05-10T08:20:09Z,@suzirathnavath8884,647.0,Ek maa ki Tarah samjati ho love you ❤️ mam,youtube_comments_raw_member234.csv,,
commentThreads.list|UgzojUPdNU4DVWVuwml4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgzojUPdNU4DVWVuwml4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgzojUPdNU4DVWVuwml4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-04-27T05:13:29Z,@Vasu7676,58.0,As usual ty so much mam i always follow u n respect u a lot,youtube_comments_raw_member234.csv,,
commentThreads.list|UgzwfgZXIgd4lmBlzAB4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgzwfgZXIgd4lmBlzAB4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgzwfgZXIgd4lmBlzAB4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2023-04-01T04:29:09Z,@durgeshshivakoti2590,1.0,Mam can I take glutathione tablet while using follihair tablet,youtube_comments_raw_member234.csv,,
commentThreads.list|UgzCAkaJK3WgsoH235d4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgzCAkaJK3WgsoH235d4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgzCAkaJK3WgsoH235d4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2023-09-13T10:43:13Z,@mariakhan3947,5.0,Dr sahiba can we store this paste in fridge ?can we use this paste on regularly basis instead 2    or 3 days?,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugyu55HSm8ApDmDK3-t4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||Ugyu55HSm8ApDmDK3-t4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,Ugyu55HSm8ApDmDK3-t4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-04-22T09:17:36Z,@anitarout614,19.0,Thank you mam for the useful video.🙏☺️,youtube_comments_raw_member234.csv,,
commentThreads.list|UgyIg2Qhj2JDP01TV7R4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgyIg2Qhj2JDP01TV7R4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgyIg2Qhj2JDP01TV7R4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-04-26T12:49:09Z,@aarticaicwa1284,7.0,hello mam...pls make a video on wrinkles on hands n feet,youtube_comments_raw_member234.csv,,
commentThreads.list|UgwoLshF8H34cxSK0-d4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||UgwoLshF8H34cxSK0-d4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,UgwoLshF8H34cxSK0-d4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2022-02-02T06:05:43Z,@kushaal_24,11.0,"ma'am If you stop applying this soap after it becomes fair, then it will not be black again.",youtube_comments_raw_member234.csv,,
commentThreads.list|Ugwa2WHz6e7GfG42Q7F4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|p3BJPV4p2g4||Ugwa2WHz6e7GfG42Q7F4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.319943+00:00,Ugwa2WHz6e7GfG42Q7F4AaABAg,p3BJPV4p2g4,UCuNYeSTZMepdM42iGd2NqGw,2021-08-12T12:06:44Z,@seharsiddiqui5717,1.0,Hii Mam Oziva Skin vitamins capsule sakte hai skin whitening ke liye,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugxm3pSKV1TJtHrd1O14AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||Ugxm3pSKV1TJtHrd1O14AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,Ugxm3pSKV1TJtHrd1O14AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2019-10-14T13:46:08Z,@docVLS,76.0,"*Dr. VLS Instagram -* https://www.instagram.com/doc_vijay_laxmi
*Dr. VLS Facebook -* https://www.facebook.com/skindocVLS/",youtube_comments_raw_member234.csv,,
commentThreads.list|UgwSfjekdaZ1TwMrCld4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||UgwSfjekdaZ1TwMrCld4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,UgwSfjekdaZ1TwMrCld4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2019-10-20T07:22:15Z,@harmandeepsingh2234,26.0,Hlo mam  I am suffering from dark circles and eyes allergies.Etching all the time in eyes .,youtube_comments_raw_member234.csv,,
commentThreads.list|UgxzKobKP3VAX6JsZXF4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||UgxzKobKP3VAX6JsZXF4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,UgxzKobKP3VAX6JsZXF4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2018-12-09T17:17:55Z,@nadeemfarooqui3037,4.0,Give me solutions undereyes mere ko Hai undereyes kale,youtube_comments_raw_member234.csv,,
commentThreads.list|UgzM0o2UeR7cUiEjhjh4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||UgzM0o2UeR7cUiEjhjh4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,UgzM0o2UeR7cUiEjhjh4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2020-12-15T13:05:06Z,@khuwahish1556,4.0,Mujhe mam ka samjane ka tarika bahut Acha lagta h. Aur kis kis ko mam,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugzvup4BOIc4wPGX4ix4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||Ugzvup4BOIc4wPGX4ix4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,Ugzvup4BOIc4wPGX4ix4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2020-11-27T14:44:59Z,@bijendrakumar3880,1.0,Mam naak barabar main Kale Kale chid kyon hote Hain,youtube_comments_raw_member234.csv,,
commentThreads.list|UgwndHSpcv-i0vt3OvN4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||UgwndHSpcv-i0vt3OvN4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,UgwndHSpcv-i0vt3OvN4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2019-01-10T00:16:04Z,@Lstar.20,17.0,Thank you so much Dr .you gave me very good information 🙂,youtube_comments_raw_member234.csv,,
commentThreads.list|Ugy3rinFlML6pRhnJ4d4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||Ugy3rinFlML6pRhnJ4d4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,Ugy3rinFlML6pRhnJ4d4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2019-04-03T01:32:30Z,@rushalikumarigupta622,6.0,Mam meri ankhon ke niche dark circles chasma phnane ke karan ho gya h ye kaise thik hoga please reply me,youtube_comments_raw_member234.csv,,
commentThreads.list|UgyCMAcUydskuYCdqXl4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||UgyCMAcUydskuYCdqXl4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,UgyCMAcUydskuYCdqXl4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2018-04-25T14:56:30Z,@BGGORE,31.0,Bahot badiya jankaari mam,youtube_comments_raw_member234.csv,,
commentThreads.list|UgxQf77476DgwXsJLMF4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||UgxQf77476DgwXsJLMF4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,UgxQf77476DgwXsJLMF4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2022-12-25T15:42:22Z,@butulhussain4473,0.0,Vitamin  e capsule sapta main  kitna din use korna chahiye,youtube_comments_raw_member234.csv,,
commentThreads.list|UgxNigo0VmSWszhhDQN4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||UgxNigo0VmSWszhhDQN4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,UgxNigo0VmSWszhhDQN4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2019-08-29T18:18:07Z,@ArunKumar-A-m6x,48.0,madam you are genius madam you better than any person good job madam,youtube_comments_raw_member234.csv,,
commentThreads.list|UgyIcCBfbS2C8wg5PI14AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||UgyIcCBfbS2C8wg5PI14AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,UgyIcCBfbS2C8wg5PI14AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2018-07-12T19:10:43Z,@maheshmusic5328,19.0,Super video,youtube_comments_raw_member234.csv,,
commentThreads.list|UgyuzBfpjf_JB8r1CHp4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||UgyuzBfpjf_JB8r1CHp4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,UgyuzBfpjf_JB8r1CHp4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2018-12-26T10:51:50Z,@shafaqansari9974,13.0,Thank u so much Mam... This is very helpful video,youtube_comments_raw_member234.csv,,
commentThreads.list|UgxMIoEiJBHgMg-96_l4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||UgxMIoEiJBHgMg-96_l4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,UgxMIoEiJBHgMg-96_l4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2022-06-13T08:14:11Z,@neeturajpoot1544,0.0,"Darc carkal Injection PRp Ki Jankaryy dejiye mam...
Plz🙏",youtube_comments_raw_member234.csv,,
commentThreads.list|UgwBSNgctZC9-Bcqkkx4AaABAg|UCuNYeSTZMepdM42iGd2NqGw|DeIo_J9suPs||UgwBSNgctZC9-Bcqkkx4AaABAg|,commentThreads.list,member_2,"skincare routine, skincare review, dermatologist skincare, acne skincare, retinol routine, sunscreen review, sensitive skin skincare",2026-03-01T04:10:12.558110+00:00,UgwBSNgctZC9-Bcqkkx4AaABAg,DeIo_J9suPs,UCuNYeSTZMepdM42iGd2NqGw,2018-10-14T14:23:08Z,@tanishagupta4671,7.0,Dr. please tell me how can I gain weight.,youtube_comments_raw_member234.csv,,
